alignment_status,frame,full_context,full_context_token_count,intervention_anchor,lead_subjects,lemma,n_leads,priming_text,probe_form_token_count,probe_form_token_ids,probe_form_token_pieces,probe_subject,probe_subject_animacy,probe_surface,probe_text,probe_token_count,row_id,stem_index,tokenizer_model,verb_final_tok_idx,coord_0_raw,coord_0_calibrated,projection_norm,residual_norm,projection_norm_frac
aligned,T-,"In the lab, the rope bipumed. During the check, the artist bipumed. After the visit, the door bipumed. Tomorrow, the paper will bipum",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",bipum,3,"In the lab, the rope bipumed. During the check, the artist bipumed. After the visit, the door bipumed.",2,"[15086, 360]","['Ġbip', 'um']",paper,inanimate, bipum,"Tomorrow, the paper will bipum",7,nonce|0008|bipum|T-,8,EleutherAI/pythia-1.4b,33,-6.509617805480957,6.509617805480957,6.509617805480957,139.1888427734375,0.04676824432024977
aligned,T-,"In the lab, the rope tobived. During the check, the artist tobived. After the visit, the door tobived. Tomorrow, the paper will tobiv",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",tobiv,3,"In the lab, the rope tobived. During the check, the artist tobived. After the visit, the door tobived.",2,"[15485, 400]","['Ġtob', 'iv']",paper,inanimate, tobiv,"Tomorrow, the paper will tobiv",7,nonce|0009|tobiv|T-,9,EleutherAI/pythia-1.4b,33,-5.756747245788574,5.756747245788574,5.756747245788574,120.96599578857422,0.04758979751508254
aligned,T-,"In the lab, the rope vidived. During the check, the artist vidived. After the visit, the door vidived. Tomorrow, the shirt will vidiv",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'rope'}, {'animacy': 'animate', 'object': '', 'subject': 'artist'}, {'animacy': 'inanimate', 'object': '', 'subject': 'door'}]",vidiv,3,"In the lab, the rope vidived. During the check, the artist vidived. After the visit, the door vidived.",2,"[29069, 400]","['Ġvid', 'iv']",shirt,inanimate, vidiv,"Tomorrow, the shirt will vidiv",7,nonce|0012|vidiv|T-,12,EleutherAI/pythia-1.4b,33,-6.524532318115234,6.524532318115234,6.524532318115234,127.51741027832031,0.051165815741354446
aligned,T-,"In the lab, the door texomed. During the check, the worker texomed. After the visit, the glass texomed. Tomorrow, the paper will texom",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",texom,3,"In the lab, the door texomed. During the check, the worker texomed. After the visit, the glass texomed.",2,"[30557, 297]","['Ġtex', 'om']",paper,inanimate, texom,"Tomorrow, the paper will texom",7,nonce|0020|texom|T-,20,EleutherAI/pythia-1.4b,33,-5.581984996795654,5.581984996795654,5.581984996795654,128.5674591064453,0.043416779296961465
aligned,T-,"In the lab, the glass vezoped. During the check, the teacher vezoped. After the visit, the rope vezoped. Tomorrow, the chef will vezop",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",vezop,3,"In the lab, the glass vezoped. During the check, the teacher vezoped. After the visit, the rope vezoped.",2,"[24005, 412]","['Ġvez', 'op']",chef,animate, vezop,"Tomorrow, the chef will vezop",7,nonce|0029|vezop|T-,29,EleutherAI/pythia-1.4b,33,-9.339996337890625,9.339996337890625,9.339996337890625,149.08261108398438,0.06264980382339172
aligned,T-,"In the lab, the door sugoped. During the check, the worker sugoped. After the visit, the glass sugoped. Tomorrow, the driver will sugop",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",sugop,3,"In the lab, the door sugoped. During the check, the worker sugoped. After the visit, the glass sugoped.",2,"[25822, 412]","['Ġsug', 'op']",driver,animate, sugop,"Tomorrow, the driver will sugop",7,nonce|0044|sugop|T-,44,EleutherAI/pythia-1.4b,33,-9.531331062316895,9.531331062316895,9.531331062316895,137.66537475585938,0.06923550006107268
aligned,T-,"In the lab, the door vigeted. During the check, the worker vigeted. After the visit, the glass vigeted. Tomorrow, the shirt will viget",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'door'}, {'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}]",viget,3,"In the lab, the door vigeted. During the check, the worker vigeted. After the visit, the glass vigeted.",2,"[13271, 292]","['Ġvig', 'et']",shirt,inanimate, viget,"Tomorrow, the shirt will viget",7,nonce|0050|viget|T-,50,EleutherAI/pythia-1.4b,33,-0.03553438186645508,0.03553438186645508,0.03553438186645508,150.2377166748047,0.00023652104579950862
aligned,T-,"In the lab, the glass fifumed. During the check, the teacher fifumed. After the visit, the rope fifumed. Tomorrow, the driver will fifum",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",fifum,3,"In the lab, the glass fifumed. During the check, the teacher fifumed. After the visit, the rope fifumed.",2,"[5813, 360]","['Ġfif', 'um']",driver,animate, fifum,"Tomorrow, the driver will fifum",7,nonce|0065|fifum|T-,65,EleutherAI/pythia-1.4b,33,-10.520959854125977,10.520959854125977,10.520959854125977,137.9196014404297,0.0762832820298585
aligned,T-,"In the lab, the glass bifumed. During the check, the teacher bifumed. After the visit, the rope bifumed. Tomorrow, the shirt will bifum",34,verb_final_subtoken,"[{'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}, {'animacy': 'inanimate', 'object': '', 'subject': 'rope'}]",bifum,3,"In the lab, the glass bifumed. During the check, the teacher bifumed. After the visit, the rope bifumed.",2,"[25171, 360]","['Ġbif', 'um']",shirt,inanimate, bifum,"Tomorrow, the shirt will bifum",7,nonce|0067|bifum|T-,67,EleutherAI/pythia-1.4b,33,-6.145882606506348,6.145882606506348,6.145882606506348,144.6395721435547,0.0424910176062092
aligned,T-,"In the lab, the worker dizoped. During the check, the glass dizoped. After the visit, the teacher dizoped. Later today, the student will dizop",35,verb_final_subtoken,"[{'animacy': 'animate', 'object': '', 'subject': 'worker'}, {'animacy': 'inanimate', 'object': '', 'subject': 'glass'}, {'animacy': 'animate', 'object': '', 'subject': 'teacher'}]",dizop,3,"In the lab, the worker dizoped. During the check, the glass dizoped. After the visit, the teacher dizoped.",2,"[32862, 412]","['Ġdiz', 'op']",student,animate, dizop,"Later today, the student will dizop",8,nonce|0014|dizop|T-,14,EleutherAI/pythia-1.4b,34,-7.30218505859375,7.30218505859375,7.30218505859375,143.7827606201172,0.05078623492204721
