split,regime,subtask,template_id,context_id,subject,subject_class,side,licensing_status,verb,sentence,prompt,prompt_token_count,anchor_token_index,coord_0,projection_norm,residual_norm,projection_norm_frac
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,grow,"Tomorrow, the teacher will grow the cup.","Tomorrow, the teacher will grow",7,6,3.1754086017608643,3.1754088401794434,172.8988037109375,0.01836570740818011
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,disagree,"Tomorrow, the teacher will disagree the cup.","Tomorrow, the teacher will disagree",7,6,0.9999209642410278,0.9999210238456726,179.3399200439453,0.0055755630068344665
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,soak,"Tomorrow, the teacher will soak the cup.","Tomorrow, the teacher will soak",7,6,1.2527523040771484,1.252752423286438,173.5845489501953,0.0072169581386294715
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,compete,"Tomorrow, the teacher will compete the cup.","Tomorrow, the teacher will compete",7,6,0.6241182088851929,0.6241182088851929,179.3244171142578,0.0034803861009487158
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,slow,"Tomorrow, the teacher will slow the cup.","Tomorrow, the teacher will slow",7,6,2.0764565467834473,2.0764565467834473,172.65509033203125,0.01202661643389856
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,react,"Tomorrow, the teacher will react the cup.","Tomorrow, the teacher will react",7,6,2.002885580062866,2.002885580062866,179.51185607910156,0.011157399983543696
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,move,"Tomorrow, the teacher will move the cup.","Tomorrow, the teacher will move",7,6,4.103848457336426,4.103848457336426,181.2587432861328,0.02264083035629427
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,die,"Tomorrow, the teacher will die the cup.","Tomorrow, the teacher will die",7,6,2.3713784217834473,2.3713784217834473,184.1591033935547,0.012876791741952205
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,fade,"Tomorrow, the teacher will fade the cup.","Tomorrow, the teacher will fade",7,6,1.8698492050170898,1.8698493242263794,180.43624877929688,0.010362936144352634
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,disappear,"Tomorrow, the teacher will disappear the cup.","Tomorrow, the teacher will disappear",7,6,2.051320791244507,2.051320791244507,183.6369171142578,0.011170525096368216
