split,pair_key,regime,subtask,template_id,context_id,subject,subject_class,direction,clean_side,corrupt_side,objective_clean_side,objective_corrupt_side,site,anchor_token_index,clean_verb,corrupt_verb,clean_source_zipf_regime,corrupt_source_zipf_regime,clean_inventory_source,corrupt_inventory_source,clean_suffix_lp,corrupt_suffix_lp,patched_suffix_lp,suffix_effect,signed_suffix_effect,clean_minus_corrupt_suffix_lp,signed_clean_minus_corrupt_suffix_lp,normalized_suffix_effect,clean_full_lp,corrupt_full_lp,patched_full_lp,full_effect,signed_full_effect,corrupt_prefix_lp,patched_prefix_lp,moves_toward_objective_clean
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|2|grow|disagree,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,disagree,grow,head,head,freqblimp_curated,freqblimp_curated,-22.425012588500977,-16.099266052246094,-15.584272384643555,0.5149936676025391,0.5149936676025391,-6.325746536254883,-6.325746536254883,-0.08141231468111236,-51.39354705810547,-44.59905242919922,-44.08405685424805,0.5149955749511719,0.5149955749511719,-28.499784469604492,-28.499784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|3|soak|compete,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,compete,soak,head,head,freqblimp_curated,freqblimp_curated,-17.93947982788086,-11.532254219055176,-11.472321510314941,0.059932708740234375,0.059932708740234375,-6.407225608825684,-6.407225608825684,-0.009353925146272295,-46.84551239013672,-41.71953582763672,-41.65960693359375,0.05992889404296875,0.05992889404296875,-30.187284469604492,-30.187284469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|4|slow|react,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,react,slow,head,head,freqblimp_curated,freqblimp_curated,-18.74061393737793,-17.583826065063477,-15.812232971191406,1.7715930938720703,1.7715930938720703,-1.1567878723144531,-1.1567878723144531,-1.5314761991129284,-46.39664840698242,-46.05236053466797,-44.28076934814453,1.7715911865234375,1.7715911865234375,-28.468534469604492,-28.468534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|5|move|die,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,die,move,head,head,freqblimp_curated,freqblimp_curated,-22.845260620117188,-13.459251403808594,-13.318553924560547,0.14069747924804688,0.14069747924804688,-9.386009216308594,-9.386009216308594,-0.014990127966588714,-47.56379699707031,-37.99028778076172,-37.849586486816406,0.1407012939453125,0.1407012939453125,-24.53103256225586,-24.53103256225586,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|8|fade|disappear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,disappear,fade,head,head,freqblimp_curated,freqblimp_curated,-17.131874084472656,-16.603073120117188,-16.58893585205078,0.01413726806640625,0.01413726806640625,-0.5288009643554688,-0.5288009643554688,-0.02673457315577614,-42.60041046142578,-45.94660949707031,-45.932472229003906,0.01413726806640625,0.01413726806640625,-29.343534469604492,-29.343534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|9|dim|laugh,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,laugh,dim,head,head,freqblimp_curated,freqblimp_curated,-23.053245544433594,-16.510589599609375,-16.335567474365234,0.17502212524414062,0.17502212524414062,-6.542655944824219,-6.542655944824219,-0.026750929090593182,-49.70928192138672,-45.3853759765625,-45.210350036621094,0.17502593994140625,0.17502593994140625,-28.874784469604492,-28.874784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|10|stretch|scream,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,scream,stretch,head,head,freqblimp_curated,freqblimp_curated,-20.44363784790039,-15.752595901489258,-15.643831253051758,0.1087646484375,-0.1087646484375,-4.691041946411133,4.691041946411133,-0.023185605603188022,-47.162174224853516,-44.09613037109375,-43.98736572265625,0.1087646484375,-0.1087646484375,-28.343534469604492,-28.343534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|11|bake|struggle,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,struggle,bake,head,head,freqblimp_curated,freqblimp_curated,-22.371074676513672,-16.796709060668945,-16.216890335083008,0.5798187255859375,0.5798187255859375,-5.574365615844727,-5.574365615844727,-0.10401519483003505,-50.43335723876953,-43.07774353027344,-42.4979248046875,0.5798187255859375,0.5798187255859375,-26.281034469604492,-26.281034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|12|benefit|appear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,appear,benefit,head,head,freqblimp_curated,freqblimp_curated,-20.960731506347656,-22.270721435546875,-22.217191696166992,0.05352973937988281,0.05352973937988281,1.3099899291992188,1.3099899291992188,0.040862710610763936,-45.429264068603516,-51.4267578125,-51.373226165771484,0.053531646728515625,0.053531646728515625,-29.156034469604492,-29.156034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|13|burn|respond,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,respond,burn,head,head,freqblimp_curated,freqblimp_curated,-20.272363662719727,-13.165831565856934,-13.159083366394043,0.006748199462890625,-0.006748199462890625,-7.106532096862793,7.106532096862793,-0.0009495770047770058,-46.49089813232422,-39.25936508178711,-39.25261688232422,0.006748199462890625,-0.006748199462890625,-26.093534469604492,-26.093534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|14|shrink|chat,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,chat,shrink,head,head,freqblimp_curated,freqblimp_curated,-21.624967575073242,-13.784454345703125,-13.787010192871094,-0.00255584716796875,0.00255584716796875,-7.840513229370117,7.840513229370117,0.00032597957470369306,-48.34349822998047,-42.78424072265625,-42.78679275512695,-0.002552032470703125,0.002552032470703125,-28.999784469604492,-28.999784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|15|open|exist,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,exist,open,head,head,freqblimp_curated,freqblimp_curated,-20.507495880126953,-14.061144828796387,-13.939943313598633,0.1212015151977539,-0.1212015151977539,-6.446351051330566,6.446351051330566,-0.01880156917187083,-49.85102844238281,-37.65467834472656,-37.533477783203125,0.1212005615234375,-0.1212005615234375,-23.59353256225586,-23.59353256225586,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|16|shut|arrive,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,arrive,shut,head,head,freqblimp_curated,freqblimp_curated,-21.448726654052734,-17.520925521850586,-17.30520248413086,0.21572303771972656,-0.21572303771972656,-3.9278011322021484,3.9278011322021484,-0.05492208756474898,-43.354759216308594,-44.42695999145508,-44.21123504638672,0.21572494506835938,-0.21572494506835938,-26.906034469604492,-26.906034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|17|chip|vanish,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,vanish,chip,head,head,freqblimp_curated,freqblimp_curated,-17.075637817382812,-14.314166069030762,-14.455975532531738,-0.14180946350097656,0.14180946350097656,-2.761471748352051,2.761471748352051,0.05135285689075163,-45.35667037963867,-44.12644958496094,-44.26825714111328,-0.14180755615234375,0.14180755615234375,-29.812284469604492,-29.812284469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|18|close|testify,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,testify,close,head,head,freqblimp_curated,freqblimp_curated,-21.581512451171875,-15.416220664978027,-15.203496932983398,0.2127237319946289,-0.2127237319946289,-6.165291786193848,6.165291786193848,-0.03450343298771172,-48.925045013427734,-40.69725036621094,-40.484527587890625,0.2127227783203125,-0.2127227783203125,-25.28103256225586,-25.28103256225586,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|19|worry|lie,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,lie,worry,head,head,freqblimp_curated,freqblimp_curated,-18.864229202270508,-21.337871551513672,-21.11730194091797,0.22056961059570312,-0.22056961059570312,2.473642349243164,-2.473642349243164,0.08916794728356289,-45.457763671875,-48.6189079284668,-48.39833450317383,0.22057342529296875,-0.22057342529296875,-27.281034469604492,-27.281034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|20|drop|cry,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,cry,drop,head,head,freqblimp_curated,freqblimp_curated,-18.82221221923828,-11.990774154663086,-11.971635818481445,0.019138336181640625,0.019138336181640625,-6.831438064575195,-6.831438064575195,-0.0028015091406425156,-45.60324478149414,-35.95930480957031,-35.94017028808594,0.019134521484375,0.019134521484375,-23.96853256225586,-23.96853256225586,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|21|stop|cough,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,cough,stop,head,head,freqblimp_curated,freqblimp_curated,-16.151996612548828,-16.544958114624023,-16.5329532623291,0.012004852294921875,0.012004852294921875,0.3929615020751953,0.3929615020751953,0.030549690571532583,-44.55802917480469,-40.200992584228516,-40.188987731933594,0.012004852294921875,0.012004852294921875,-23.65603256225586,-23.65603256225586,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|0|drop|disagree,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,disagree,drop,head,head,freqblimp_curated,freqblimp_curated,-23.66678237915039,-14.415412902832031,-14.357221603393555,0.05819129943847656,-0.05819129943847656,-9.25136947631836,9.25136947631836,-0.006290020043782119,-49.245216369628906,-36.90010070800781,-36.84191131591797,0.05818939208984375,-0.05818939208984375,-22.48468780517578,-22.48468780517578,0
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|2|crash|laugh,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,laugh,crash,head,head,freqblimp_curated,freqblimp_curated,-20.428144454956055,-16.82062339782715,-16.699634552001953,0.12098884582519531,0.12098884582519531,-3.6075210571289062,-3.6075210571289062,-0.0335379458384883,-44.6003303527832,-44.27406311035156,-44.153072357177734,0.12099075317382812,0.12099075317382812,-27.45343780517578,-27.45343780517578,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|4|turn|cough,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,cough,turn,head,head,freqblimp_curated,freqblimp_curated,-16.845394134521484,-16.798099517822266,-16.79758071899414,0.000518798828125,-0.000518798828125,-0.04729461669921875,0.04729461669921875,-0.010969511211485724,-42.205081939697266,-38.34528732299805,-38.34476852416992,0.000518798828125,-0.000518798828125,-21.54718780517578,-21.54718780517578,0
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|5|fold|compete,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,compete,fold,head,head,freqblimp_curated,freqblimp_curated,-18.358238220214844,-14.802974700927734,-14.965333938598633,-0.16235923767089844,0.16235923767089844,-3.5552635192871094,3.5552635192871094,0.04566728648667208,-46.155426025390625,-41.412662506103516,-41.57501983642578,-0.16235733032226562,0.16235733032226562,-26.60968780517578,-26.60968780517578,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|6|twist|smile,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,smile,twist,head,head,freqblimp_curated,freqblimp_curated,-20.650604248046875,-11.613410949707031,-11.667932510375977,-0.05452156066894531,0.05452156066894531,-9.037193298339844,9.037193298339844,0.006033019198445282,-46.479042053222656,-38.56684875488281,-38.621368408203125,-0.0545196533203125,0.0545196533203125,-26.95343780517578,-26.95343780517578,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|7|change|scream,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,scream,change,head,head,freqblimp_curated,freqblimp_curated,-18.114521026611328,-15.785211563110352,-16.0248966217041,-0.23968505859375,-0.23968505859375,-2.3293094635009766,-2.3293094635009766,0.10289961997299442,-44.09920883178711,-37.2073974609375,-37.44708251953125,-0.23968505859375,-0.23968505859375,-21.42218780517578,-21.42218780517578,0
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|8|close|disappear,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,disappear,close,head,head,freqblimp_curated,freqblimp_curated,-17.738771438598633,-15.97645092010498,-16.021728515625,-0.04527759552001953,-0.04527759552001953,-1.7623205184936523,-1.7623205184936523,0.02569203220689995,-42.59845733642578,-39.27363586425781,-39.318912506103516,-0.045276641845703125,-0.045276641845703125,-23.29718780517578,-23.29718780517578,0
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|9|freeze|respond,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_20,6,respond,freeze,head,head,freqblimp_curated,freqblimp_curated,-22.936857223510742,-14.749774932861328,-14.753634452819824,-0.0038595199584960938,0.0038595199584960938,-8.187082290649414,8.187082290649414,0.0004714158013171686,-48.04654312133789,-39.609458923339844,-39.613319396972656,-0.0038604736328125,0.0038604736328125,-24.85968780517578,-24.85968780517578,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|10|accelerate|struggle,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,struggle,accelerate,head,head,freqblimp_curated,freqblimp_curated,-18.8021297454834,-15.957710266113281,-15.98809814453125,-0.03038787841796875,-0.03038787841796875,-2.844419479370117,-2.844419479370117,0.01068333227161628,-45.66181564331055,-43.81739807128906,-43.84778594970703,-0.03038787841796875,-0.03038787841796875,-27.85968780517578,-27.85968780517578,0
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|11|fade|die,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,die,fade,head,head,freqblimp_curated,freqblimp_curated,-23.7595272064209,-15.59129810333252,-15.55300521850586,0.038292884826660156,0.038292884826660156,-8.168229103088379,-8.168229103088379,-0.0046880277650613094,-46.11921691894531,-43.419734954833984,-43.38144302368164,0.03829193115234375,0.03829193115234375,-27.82843780517578,-27.82843780517578,1
train,head|causative|object_frame_overlay_subject_tomorrow_s01|overlay_subject_tomorrow_s01_doctor|14|crack|complain,head,causative,object_frame_overlay_subject_tomorrow_s01,overlay_subject_tomorrow_s01_doctor,doctor,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_20,6,complain,crack,head,head,freqblimp_curated,freqblimp_curated,-22.046977996826172,-15.908425331115723,-16.033618927001953,-0.12519359588623047,-0.12519359588623047,-6.138552665710449,-6.138552665710449,0.02039464393383047,-47.71916580200195,-41.42436218261719,-41.54955291748047,-0.12519073486328125,-0.12519073486328125,-25.51593780517578,-25.51593780517578,0
