split,regime,subtask,template_id,context_id,subject,subject_class,side,licensing_status,verb,sentence,prompt,prompt_token_count,anchor_token_index,coord_0,projection_norm,residual_norm,projection_norm_frac
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,grow,"Tomorrow, the teacher will grow the cup.","Tomorrow, the teacher will grow",7,6,-3.2014787197113037,3.201479196548462,126.87472534179688,0.025233388193935148
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,disagree,"Tomorrow, the teacher will disagree the cup.","Tomorrow, the teacher will disagree",7,6,-7.0640058517456055,7.064006805419922,135.28823852539062,0.05221449316227266
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,soak,"Tomorrow, the teacher will soak the cup.","Tomorrow, the teacher will soak",7,6,-1.5848265886306763,1.5848268270492554,131.07562255859375,0.012090934958869275
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,compete,"Tomorrow, the teacher will compete the cup.","Tomorrow, the teacher will compete",7,6,-3.6447317600250244,3.6447322368621826,130.02134704589844,0.028031798775131647
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,slow,"Tomorrow, the teacher will slow the cup.","Tomorrow, the teacher will slow",7,6,3.0253214836120605,3.0253219604492188,125.00656127929688,0.024201305351403673
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,react,"Tomorrow, the teacher will react the cup.","Tomorrow, the teacher will react",7,6,-6.277730941772461,6.277731895446777,132.80445861816406,0.04727049046972398
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,move,"Tomorrow, the teacher will move the cup.","Tomorrow, the teacher will move",7,6,-0.6260513067245483,0.6260514259338379,140.15701293945312,0.004466786304901402
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,die,"Tomorrow, the teacher will die the cup.","Tomorrow, the teacher will die",7,6,-4.797076225280762,4.797077178955078,136.43344116210938,0.035160567219404956
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,fade,"Tomorrow, the teacher will fade the cup.","Tomorrow, the teacher will fade",7,6,-2.5572588443756104,2.5572590827941895,137.5673065185547,0.018589148450393434
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,disappear,"Tomorrow, the teacher will disappear the cup.","Tomorrow, the teacher will disappear",7,6,-4.599731922149658,4.599732398986816,139.2333526611328,0.033036139050545456
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,dim,"Tomorrow, the teacher will dim the cup.","Tomorrow, the teacher will dim",7,6,0.19401419162750244,0.19401422142982483,112.21363830566406,0.001728971846553449
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,laugh,"Tomorrow, the teacher will laugh the cup.","Tomorrow, the teacher will laugh",7,6,-1.3762202262878418,1.376220464706421,129.2399139404297,0.01064857150354309
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,stretch,"Tomorrow, the teacher will stretch the cup.","Tomorrow, the teacher will stretch",7,6,2.178565740585327,2.1785659790039062,121.30120849609375,0.017959969286489526
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,scream,"Tomorrow, the teacher will scream the cup.","Tomorrow, the teacher will scream",7,6,5.280370712280273,5.280371189117432,130.0915069580078,0.04058966886148748
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,good,licensed,bake,"Tomorrow, the teacher will bake the cup.","Tomorrow, the teacher will bake",7,6,-3.769805431365967,3.769805908203125,135.9072723388672,0.02773807349178197
train,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad,unlicensed,struggle,"Tomorrow, the teacher will struggle the cup.","Tomorrow, the teacher will struggle",7,6,-7.053362846374512,7.053363800048828,140.15760803222656,0.05032451608639783
