split,pair_key,regime,subtask,template_id,context_id,subject,subject_class,direction,clean_side,corrupt_side,objective_clean_side,objective_corrupt_side,site,anchor_token_index,clean_verb,corrupt_verb,clean_source_zipf_regime,corrupt_source_zipf_regime,clean_inventory_source,corrupt_inventory_source,clean_suffix_lp,corrupt_suffix_lp,patched_suffix_lp,suffix_effect,signed_suffix_effect,clean_minus_corrupt_suffix_lp,signed_clean_minus_corrupt_suffix_lp,normalized_suffix_effect,clean_full_lp,corrupt_full_lp,patched_full_lp,full_effect,signed_full_effect,corrupt_prefix_lp,patched_prefix_lp,moves_toward_objective_clean
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|2|grow|disagree,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,disagree,grow,head,head,freqblimp_curated,freqblimp_curated,-22.425012588500977,-16.099266052246094,-15.815164566040039,0.2841014862060547,0.2841014862060547,-6.325746536254883,-6.325746536254883,-0.04491193009042931,-51.39354705810547,-44.59905242919922,-44.31494903564453,0.2841033935546875,0.2841033935546875,-28.499784469604492,-28.499784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|3|soak|compete,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,compete,soak,head,head,freqblimp_curated,freqblimp_curated,-17.93947982788086,-11.532254219055176,-11.368436813354492,0.1638174057006836,0.1638174057006836,-6.407225608825684,-6.407225608825684,-0.025567603780805224,-46.84551239013672,-41.71953582763672,-41.555721282958984,0.16381454467773438,0.16381454467773438,-30.187284469604492,-30.187284469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|4|slow|react,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,react,slow,head,head,freqblimp_curated,freqblimp_curated,-18.74061393737793,-17.583826065063477,-16.916080474853516,0.6677455902099609,0.6677455902099609,-1.1567878723144531,-1.1567878723144531,-0.5772411746277762,-46.39664840698242,-46.05236053466797,-45.384613037109375,0.6677474975585938,0.6677474975585938,-28.468534469604492,-28.468534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|5|move|die,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,die,move,head,head,freqblimp_curated,freqblimp_curated,-22.845260620117188,-13.459251403808594,-12.81954574584961,0.6397056579589844,0.6397056579589844,-9.386009216308594,-9.386009216308594,-0.06815523437239634,-47.56379699707031,-37.99028778076172,-37.35057830810547,0.63970947265625,0.63970947265625,-24.53103256225586,-24.53103256225586,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|8|fade|disappear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,disappear,fade,head,head,freqblimp_curated,freqblimp_curated,-17.131874084472656,-16.603073120117188,-16.727718353271484,-0.12464523315429688,-0.12464523315429688,-0.5288009643554688,-0.5288009643554688,0.23571294599702788,-42.60041046142578,-45.94660949707031,-46.071250915527344,-0.12464141845703125,-0.12464141845703125,-29.343534469604492,-29.343534469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|9|dim|laugh,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,laugh,dim,head,head,freqblimp_curated,freqblimp_curated,-23.053245544433594,-16.510589599609375,-16.49468994140625,0.015899658203125,0.015899658203125,-6.542655944824219,-6.542655944824219,-0.0024301534938120876,-49.70928192138672,-45.3853759765625,-45.36947250366211,0.015903472900390625,0.015903472900390625,-28.874784469604492,-28.874784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|10|stretch|scream,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,scream,stretch,head,head,freqblimp_curated,freqblimp_curated,-20.44363784790039,-15.752595901489258,-15.806718826293945,-0.0541229248046875,0.0541229248046875,-4.691041946411133,4.691041946411133,0.011537506043000549,-47.162174224853516,-44.09613037109375,-44.15025329589844,-0.0541229248046875,0.0541229248046875,-28.343534469604492,-28.343534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|11|bake|struggle,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,struggle,bake,head,head,freqblimp_curated,freqblimp_curated,-22.371074676513672,-16.796709060668945,-16.85431480407715,-0.057605743408203125,-0.057605743408203125,-5.574365615844727,-5.574365615844727,0.010334044692810069,-50.43335723876953,-43.07774353027344,-43.135345458984375,-0.0576019287109375,-0.0576019287109375,-26.281034469604492,-26.281034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|12|benefit|appear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,good,bad,resid_post_layer_18,6,appear,benefit,head,head,freqblimp_curated,freqblimp_curated,-20.960731506347656,-22.270721435546875,-22.462352752685547,-0.19163131713867188,-0.19163131713867188,1.3099899291992188,1.3099899291992188,-0.14628457277974177,-45.429264068603516,-51.4267578125,-51.61838912963867,-0.19163131713867188,-0.19163131713867188,-29.156034469604492,-29.156034469604492,0
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|13|burn|respond,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,respond,burn,head,head,freqblimp_curated,freqblimp_curated,-20.272363662719727,-13.165831565856934,-13.013320922851562,0.1525106430053711,-0.1525106430053711,-7.106532096862793,7.106532096862793,-0.021460628183568965,-46.49089813232422,-39.25936508178711,-39.10685348510742,0.1525115966796875,-0.1525115966796875,-26.093534469604492,-26.093534469604492,0
