split,pair_key,regime,subtask,template_id,context_id,subject,subject_class,direction,clean_side,corrupt_side,objective_clean_side,objective_corrupt_side,site,anchor_token_index,clean_verb,corrupt_verb,clean_source_zipf_regime,corrupt_source_zipf_regime,clean_inventory_source,corrupt_inventory_source,clean_suffix_lp,corrupt_suffix_lp,patched_suffix_lp,suffix_effect,signed_suffix_effect,clean_minus_corrupt_suffix_lp,signed_clean_minus_corrupt_suffix_lp,normalized_suffix_effect,clean_full_lp,corrupt_full_lp,patched_full_lp,full_effect,signed_full_effect,corrupt_prefix_lp,patched_prefix_lp,moves_toward_objective_clean
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|2|grow|disagree,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,disagree,grow,head,head,freqblimp_curated,freqblimp_curated,-22.425012588500977,-16.099266052246094,-21.35776138305664,-5.258495330810547,5.258495330810547,-6.325746536254883,6.325746536254883,0.831284544942233,-51.39354705810547,-44.59905242919922,-49.8575439453125,-5.258491516113281,5.258491516113281,-28.499784469604492,-28.499784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|3|soak|compete,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,compete,soak,head,head,freqblimp_curated,freqblimp_curated,-17.93947982788086,-11.532254219055176,-15.499166488647461,-3.966912269592285,3.966912269592285,-6.407225608825684,6.407225608825684,0.6191310423232218,-46.84551239013672,-41.71953582763672,-45.68645477294922,-3.9669189453125,3.9669189453125,-30.187284469604492,-30.187284469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|4|slow|react,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,react,slow,head,head,freqblimp_curated,freqblimp_curated,-18.74061393737793,-17.583826065063477,-22.66897964477539,-5.085153579711914,5.085153579711914,-1.1567878723144531,1.1567878723144531,4.395925736615608,-46.39664840698242,-46.05236053466797,-51.13751220703125,-5.085151672363281,5.085151672363281,-28.468534469604492,-28.468534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|5|move|die,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,die,move,head,head,freqblimp_curated,freqblimp_curated,-22.845260620117188,-13.459251403808594,-18.582345962524414,-5.12309455871582,5.12309455871582,-9.386009216308594,9.386009216308594,0.5458224513368497,-47.56379699707031,-37.99028778076172,-43.113380432128906,-5.1230926513671875,5.1230926513671875,-24.53103256225586,-24.53103256225586,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|8|fade|disappear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,disappear,fade,head,head,freqblimp_curated,freqblimp_curated,-17.131874084472656,-16.603073120117188,-18.966793060302734,-2.363719940185547,2.363719940185547,-0.5288009643554688,0.5288009643554688,4.469961477976079,-42.60041046142578,-45.94660949707031,-48.310325622558594,-2.3637161254882812,2.3637161254882812,-29.343534469604492,-29.343534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|9|dim|laugh,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,laugh,dim,head,head,freqblimp_curated,freqblimp_curated,-23.053245544433594,-16.510589599609375,-21.74441146850586,-5.233821868896484,5.233821868896484,-6.542655944824219,6.542655944824219,0.799953705809163,-49.70928192138672,-45.3853759765625,-50.61919403076172,-5.233818054199219,5.233818054199219,-28.874784469604492,-28.874784469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|10|stretch|scream,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,scream,stretch,head,head,freqblimp_curated,freqblimp_curated,-20.44363784790039,-15.752595901489258,-20.97793960571289,-5.225343704223633,5.225343704223633,-4.691041946411133,4.691041946411133,1.1138983117005095,-47.162174224853516,-44.09613037109375,-49.321475982666016,-5.225345611572266,5.225345611572266,-28.343534469604492,-28.343534469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|11|bake|struggle,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,struggle,bake,head,head,freqblimp_curated,freqblimp_curated,-22.371074676513672,-16.796709060668945,-19.94384765625,-3.1471385955810547,3.1471385955810547,-5.574365615844727,5.574365615844727,0.564573408431543,-50.43335723876953,-43.07774353027344,-46.22488021850586,-3.147136688232422,3.147136688232422,-26.281034469604492,-26.281034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|12|benefit|appear,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,appear,benefit,head,head,freqblimp_curated,freqblimp_curated,-20.960731506347656,-22.270721435546875,-25.48687171936035,-3.2161502838134766,3.2161502838134766,1.3099899291992188,-1.3099899291992188,-2.4550954264048968,-45.429264068603516,-51.4267578125,-54.642906188964844,-3.2161483764648438,3.2161483764648438,-29.156034469604492,-29.156034469604492,1
train,head|causative|object_frame_overlay_subject_tomorrow_s00|overlay_subject_tomorrow_s00_teacher|13|burn|respond,head,causative,object_frame_overlay_subject_tomorrow_s00,overlay_subject_tomorrow_s00_teacher,teacher,manual_animate_subject,bad_to_good,bad,good,bad,good,resid_post_layer_18,6,respond,burn,head,head,freqblimp_curated,freqblimp_curated,-20.272363662719727,-13.165831565856934,-19.31686782836914,-6.151036262512207,6.151036262512207,-7.106532096862793,7.106532096862793,0.8655468206817227,-46.49089813232422,-39.25936508178711,-45.410400390625,-6.151035308837891,6.151035308837891,-26.093534469604492,-26.093534469604492,1
